ChathamIsland
NZ_DOE
43.92°S     176.50°W
16-sept-83  11-Oct-1996
Mon         Stat        Cl          NO3         SO4         Na          SeaSalt     nssSO4      MSA         Dust        NH4
of          Param       Air         Air         Air         Air         Air         Air         Air         Air         Air
Yr          *           µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3
May         StdDev      2.515       0.148       0.292       1.426       4.638       0.206       0.0023      -999        0.0406
Jun         N           24          24          24          24          24          24          7           0           24
Jun         Mean        6.306       0.172       1.145       3.726       12.116      0.207       0.0104      -999        0.0523
Jun         StdDev      2.275       0.098       0.282       1.301       4.23        0.134       0.003       -999        0.0264
Jul         N           27          27          27          27          27          27          10          0           27
Jul         Mean        7.125       0.126       1.21        4.164       13.54       0.162       0.0104      -999        0.0445
Jul         StdDev      2.282       0.061       0.279       1.334       4.338       0.13        0.0023      -999        0.015
Aug         N           24          24          24          24          24          24          8           0           24
Aug         Mean        6.569       0.172       1.321       3.873       12.595      0.347       0.012       -999        0.0693
Aug         StdDev      1.675       0.071       0.393       0.962       3.129       0.367       0.0024      -999        0.0407
Sep         N           20          20          20          20          20          20          5           0           20
Sep         Mean        5.773       0.287       1.353       3.614       11.754      0.443       0.0162      -999        0.1168
Sep         StdDev      1.676       0.213       0.401       0.975       3.169       0.334       0.0059      -999        0.0804
Oct         N           21          21          21          21          21          21          5           0           21
Oct         Mean        6.502       0.299       1.486       3.988       12.969      0.483       0.0318      -999        0.1175
Oct         StdDev      2.019       0.141       0.303       1.112       3.616       0.229       0.0033      -999        0.0519
Nov         N           24          24          24          24          24          24          4           0           24
Nov         Mean        4.914       0.265       1.266       3.146       10.23       0.474       0.0296      -999        0.1253
Nov         StdDev      1.536       0.127       0.191       0.934       3.036       0.19        0.0052      -999        0.0533
Dec         N           21          21          21          21          21          21          4           0           21
Dec         Mean        4.649       0.248       1.227       3.002       9.761       0.471       0.0357      -999        0.1234
Dec         StdDev      2.229       0.106       0.301       1.233       4.01        0.174       0.0089      -999        0.0474
Ann         Mean        5.838       0.216       1.243       3.559       11.573      0.351       0.0209      -999        0.0919

WellingtonBaringHead
NZ_DOE
41.28°S     174.87°E
20-Oct-1987 05-nov-96
Mon         Stat        Cl          NO3         SO4         Na          SeaSalt     nssSO4      MSA         Dust        NH4
of          Param       Air         Air         Air         Air         Air         Air         Air         Air         Air
Yr          *           µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3
Jan         N           36          36          36          36          36          35          0           0           36
Jan         Mean        5.508       0.344       1.414       3.365       10.942      0.579       -999        -999        0.1456
Jan         StdDev      3.335       0.2         0.377       1.941       6.312       0.251       -999        -999        0.0646
Feb         N           34          34          34          34          34          34          0           0           34
Feb         Mean        4.959       0.401       1.393       3.068       9.979       0.62        -999        -999        0.1471
Feb         StdDev      2.662       0.154       0.327       1.541       5.011       0.313       -999        -999        0.0625
Mar         N           36          36          36          36          36          35          0           0           36
Mar         Mean        6.503       0.379       1.415       3.873       12.596      0.453       -999        -999        0.1061
Mar         StdDev      4.638       0.162       0.633       2.749       8.941       0.285       -999        -999        0.0598
Apr         N           36          36          36          36          36          36          0           0           36
Apr         Mean        5.269       0.376       1.2         3.157       10.268      0.406       -999        -999        0.0937
Apr         StdDev      2.463       0.148       0.341       1.427       4.641       0.24        -999        -999        0.0526
May         N           42          42          42          42          42          42          0           0           42
May         Mean        5.425       0.323       1.111       3.141       10.215      0.321       -999        -999        0.0709
May         StdDev      2.929       0.134       0.344       1.624       5.282       0.206       -999        -999        0.0494
Jun         N           34          34          34          34          34          34          0           0           34
Jun         Mean        5.205       0.251       1.019       2.979       9.688       0.27        -999        -999        0.0608
Jun         StdDev      2.627       0.091       0.3         1.403       4.563       0.231       -999        -999        0.0452
Jul         N           35          35          35          35          35          35          0           0           35
Jul         Mean        4.814       0.301       1.037       2.832       9.209       0.324       -999        -999        0.0847
Jul         StdDev      3.437       0.143       0.394       1.968       6.399       0.235       -999        -999        0.0648
Aug         N           38          38          38          38          38          38          0           0           38
Aug         Mean        4.676       0.268       1.014       2.765       8.992       0.318       -999        -999        0.0687
Aug         StdDev      2.555       0.123       0.336       1.388       4.513       0.289       -999        -999        0.0504
Sep         N           35          35          35          35          35          35          0           0           35
Sep         Mean        5.258       0.283       1.116       3.139       10.207      0.326       -999        -999        0.0817
Sep         StdDev      3.694       0.128       0.443       2.2         7.155       0.249       -999        -999        0.0515
Oct         N           39          39          39          39          39          39          0           0           39
Oct         Mean        6.229       0.3         1.375       3.702       12.038      0.443       -999        -999        0.1213
Oct         StdDev      3.259       0.134       0.434       1.878       6.108       0.452       -999        -999        0.1328
Nov         N           40          40          40          40          40          40          0           0           40
Nov         Mean        5.353       0.28        1.286       3.191       10.377      0.483       -999        -999        0.1057
Nov         StdDev      2.839       0.116       0.278       1.607       5.227       0.296       -999        -999        0.0566
Dec         N           34          34          34          34          34          34          0           0           34
Dec         Mean        5.2         0.301       1.408       3.124       10.159      0.622       -999        -999        0.1393
Dec         StdDev      2.263       0.186       0.381       1.317       4.282       0.386       -999        -999        0.0751
Ann         Mean        5.367       0.317       1.232       3.195       10.389      0.43        -999        -999        0.1021

YateNewCaledonia
SEASPAN
22.15°S     167.00°E
23-août-83  23-Oct-1985
Mon         Stat        Cl          NO3         SO4         Na          SeaSalt     nssSO4      MSA         Dust        NH4
of          Param       Air         Air         Air         Air         Air         Air         Air         Al/0.08     Air
Yr          *           µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3
Jan         N           9           9           9           9           9           9           5           9           0
Jan         Mean        14.76       0.17        2.482       8.161       26.539      0.428       0.0282      0.123       -999
Jan         StdDev      4.684       0.105       0.663       2.624       8.532       0.109       0.0098      0.165       -999
Feb         N           7           7           7           7           7           6           4           7           0
Feb         Mean        20.791      0.118       3.342       11.587      37.68       0.487       0.0241      0.075       -999
Feb         StdDev      5.896       0.043       0.701       3.437       11.179      0.15        0.0076      0.028       -999
Mar         N           8           8           8           8           8           7           4           8           0
Mar         Mean        21.914      0.138       3.434       12.094      39.329      0.437       0.0179      0.119       -999
Mar         StdDev      12.022      0.066       1.759       6.39        20.782      0.179       0.0021      0.076       -999
Apr         N           9           9           9           9           9           9           5           9           0
Apr         Mean        19.831      0.164       3.128       10.736      34.913      0.426       0.0131      0.09        -999
Apr         StdDev      6.549       0.09        0.898       3.538       11.507      0.181       0.0012      0.081       -999
May         N           7           7           7           7           7           7           1           5           0
May         Mean        22.306      0.104       3.285       12.427      40.413      0.157       0.0086      0.042       -999
May         StdDev      7.192       0.031       1.021       4.01        13.04       0.145       -999        0.042       -999
Jun         N           4           4           4           4           4           4           1           3           0
Jun         Mean        19.332      0.125       2.952       10.371      33.728      0.342       0.0083      0.195       -999
Jun         StdDev      10.72       0.014       1.354       5.76        18.731      0.171       -999        0.143       -999
Jul         N           7           7           7           7           7           7           4           7           0
Jul         Mean        15.312      0.161       2.383       8.235       26.779      0.311       0.0125      0.111       -999
Jul         StdDev      2.679       0.073       0.348       1.337       4.348       0.087       0.0015      0.039       -999
Aug         N           9           9           9           9           9           9           4           9           0
Aug         Mean        15.756      0.223       2.526       8.473       27.555      0.394       0.0141      0.153       -999
Aug         StdDev      5.147       0.169       0.781       2.568       8.351       0.223       0.0026      0.083       -999
Sep         N           11          11          11          11          11          11          3           11          0
Sep         Mean        12.973      0.348       2.517       7.17        23.316      0.713       0.0205      0.247       -999
Sep         StdDev      3.461       0.246       0.782       1.909       6.207       0.7         0.0062      0.211       -999
Oct         N           12          12          12          12          12          12          5           12          0
Oct         Mean        17.393      0.252       2.885       9.71        31.577      0.441       0.0237      0.253       -999
Oct         StdDev      5.198       0.109       0.701       2.914       9.476       0.173       0.0058      0.252       -999
Nov         N           7           7           7           7           7           7           4           7           0
Nov         Mean        18.459      0.211       3.083       10.246      33.318      0.504       0.0333      0.309       -999
Nov         StdDev      5.188       0.11        0.667       2.642       8.591       0.098       0.0125      0.153       -999
Dec         N           8           8           8           8           8           8           3           8           0
Dec         Mean        15.109      0.324       2.702       8.361       27.19       0.597       0.0333      0.334       -999
Dec         StdDev      4.385       0.192       0.57        2.431       7.907       0.189       0.0037      0.165       -999
Ann         Mean        17.828      0.195       2.893       9.798       31.862      0.436       0.0198      0.171       -999

FunafutiTuvalu
SEASPAN
8.50°S      179.20°W
08-avr-83   31-juil-87
Mon         Stat        Cl          NO3         SO4         Na          SeaSalt     nssSO4      MSA         Dust        NH4
of          Param       Air         Air         Air         Air         Air         Air         Air         Al/0.08     Air
Yr          *           µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3
Jan         N           14          12          14          14          14          14          0           11          0
Jan         Mean        70.137      0.091       9.746       39.265      127.688     -0.137      -999        0.039       -999
Jan         StdDev      41.124      0.075       5.61        23.35       75.935      1.691       -999        0.046       -999
Feb         N           11          11          11          11          11          11          0           10          0
Feb         Mean        72.211      0.1         10.599      38.094      123.88      1.011       -999        0.033       -999
Feb         StdDev      53.211      0.035       7.673       27.406      89.124      0.797       -999        0.048       -999
Mar         N           12          10          12          12          12          12          0           8           0
Mar         Mean        97.729      0.068       13.835      54.724      177.962     0.061       -999        0.06        -999
Mar         StdDev      30.898      0.034       4.31        16.992      55.258      0.464       -999        0.054       -999
Apr         N           17          7           17          17          17          17          0           14          0
Apr         Mean        132.586     0.115       19.083      73.091      237.691     0.686       -999        0.099       -999
Apr         StdDev      23.731      0.075       3.435       12.175      39.593      0.9         -999        0.09        -999
May         N           20          12          20          20          20          20          0           16          0
May         Mean        117.066     0.076       16.214      64.642      210.216     -0.057      -999        0.083       -999
May         StdDev      35.94       0.024       5.483       20.761      67.515      1.293       -999        0.111       -999
Jun         N           20          16          20          20          20          20          0           17          0
Jun         Mean        123.058     0.141       16.959      66.453      216.105     0.233       -999        0.138       -999
Jun         StdDev      23.629      0.094       2.954       12.831      41.728      1.165       -999        0.187       -999
Jul         N           20          15          20          20          20          20          0           15          0
Jul         Mean        111.359     0.128       15.602      60.623      197.144     0.343       -999        0.231       -999
Jul         StdDev      13.807      0.076       2.082       6.546       21.289      0.955       -999        0.391       -999
Aug         N           17          15          17          17          17          17          0           13          0
Aug         Mean        115.243     0.059       16.085      63.673      207.066     0.059       -999        0.585       -999
Aug         StdDev      19.935      0.026       2.687       9.22        29.984      0.979       -999        0.941       -999
Sep         N           17          16          17          17          17          17          0           12          0
Sep         Mean        119.811     0.118       16.389      65.396      212.668     -0.072      -999        0.688       -999
Sep         StdDev      17.904      0.065       2.398       10.049      32.679      1.475       -999        2.145       -999
Oct         N           18          14          18          18          18          18          0           14          0
Oct         Mean        126.261     0.124       17.551      69.328      225.456     0.101       -999        0.069       -999
Oct         StdDev      22.035      0.081       3.446       11.396      37.058      1.072       -999        0.067       -999
Nov         N           16          13          16          16          16          16          0           12          0
Nov         Mean        115.728     0.118       16.03       63.314      205.897     0.093       -999        0.199       -999
Nov         StdDev      15.708      0.045       2.182       7.079       23.021      0.98        -999        0.438       -999
Dec         N           12          8           12          12          12          12          0           9           0
Dec         Mean        112.421     0.158       15.348      62.239      202.401     -0.318      -999        0.134       -999
Dec         StdDev      37.929      0.121       5.008       20.588      66.951      0.713       -999        0.143       -999
Ann         Mean        109.467     0.108       15.287      60.07       195.348     0.167       -999        0.196       -999

Nauru
SEASPAN
0.53°S      166.95°E
16-Mar-1983 02-Oct-1987
Mon         Stat        Cl          NO3         SO4         Na          SeaSalt     nssSO4      MSA         Dust        NH4
of          Param       Air         Air         Air         Air         Air         Air         Air         Al/0.08     Air
Yr          *           µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3
Jan         N           15          11          15          15          15          15          0           12          0
Jan         Mean        106.029     0.164       14.462      58.533      190.349     -0.271      -999        0.09        -999
Jan         StdDev      38.023      0.079       5.212       20.885      67.919      1.092       -999        0.075       -999
Feb         N           14          13          14          14          14          14          0           12          0
Feb         Mean        93.956      0.165       13.494      52.338      170.204     0.321       -999        0.081       -999
Feb         StdDev      17.768      0.08        2.572       9.755       31.722      0.626       -999        0.052       -999
Mar         N           18          15          18          18          18          18          0           13          0
Mar         Mean        87.856      0.193       12.21       49.131      159.775     -0.157      -999        0.406       -999
Mar         StdDev      27.624      0.124       3.879       14.664      47.687      0.687       -999        0.602       -999
Apr         N           17          17          17          17          17          16          0           15          0
Apr         Mean        88.764      0.166       12.891      49.145      159.819     -0.212      -999        0.137       -999
Apr         StdDev      10.913      0.081       3.613       5.009       16.289      0.855       -999        0.113       -999
May         N           15          13          15          15          15          15          0           9           0
May         Mean        87.118      0.17        11.936      47.739      155.247     -0.08       -999        0.067       -999
May         StdDev      21.607      0.061       2.699       10.906      35.466      0.831       -999        0.036       -999
Jun         N           20          19          20          20          20          18          0           11          0
Jun         Mean        86.904      0.171       11.904      48.977      159.272     -0.051      -999        0.05        -999
Jun         StdDev      18.07       0.116       2.276       10.715      34.844      0.69        -999        0.045       -999
Jul         N           18          18          18          18          18          17          0           13          0
Jul         Mean        83.905      0.169       11.602      46.163      150.123     0.239       -999        0.067       -999
Jul         StdDev      24.134      0.109       3.405       11.956      38.882      0.643       -999        0.051       -999
Aug         N           14          13          14          14          14          14          0           7           0
Aug         Mean        89.048      0.163       12.482      48.017      156.151     0.397       -999        0.063       -999
Aug         StdDev      27.555      0.089       3.837       14.574      47.395      0.657       -999        0.058       -999
Sep         N           14          13          14          14          14          14          0           9           0
Sep         Mean        79.326      0.146       11.469      43.489      141.427     0.523       -999        0.085       -999
Sep         StdDev      22.551      0.07        3.029       12.482      40.592      0.459       -999        0.079       -999
Oct         N           12          12          12          12          12          12          0           12          0
Oct         Mean        78.602      0.208       11.505      42.545      138.357     0.796       -999        0.06        -999
Oct         StdDev      28.707      0.036       3.973       15.236      49.548      0.235       -999        0.085       -999
Nov         N           12          11          12          12          12          12          0           12          0
Nov         Mean        75.89       0.115       10.987      41.845      136.08      0.454       -999        0.046       -999
Nov         StdDev      17.008      0.042       2.476       9.405       30.586      0.323       -999        0.074       -999
Dec         N           15          15          15          15          15          15          0           14          0
Dec         Mean        72.085      0.133       9.895       39.741      129.238     -0.107      -999        0.051       -999
Dec         StdDev      23.823      0.048       3.379       12.47       40.552      0.99        -999        0.034       -999
Ann         Mean        85.79       0.164       12.07       47.305      153.837     0.154       -999        0.1         -999

NorfolkIsland

29.08°S     167.98°E
27-May-1983 21-févr-97
Mon         Stat        Cl          NO3         SO4         Na          SeaSalt     nssSO4      MSA         Dust        NH4
of          Param       Air         Air         Air         Air         Air         Air         Air         Al/0.08     Air
Yr          *           µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3
Jan         N           45          45          45          45          45          43          18          11          22
Jan         Mean        12.885      0.228       2.225       7.413       24.108      0.455       0.0467      0.836       0.0595
Jan         StdDev      11.582      0.132       1.458       6.855       22.292      0.178       0.0187      0.727       0.0434
Feb         N           45          45          45          45          45          45          19          11          22
Feb         Mean        12.04       0.203       2.166       6.746       21.939      0.468       0.036       0.786       0.0552
Feb         StdDev      6.591       0.109       1.115       3.592       11.681      0.4         0.0114      0.756       0.0511
Mar         N           50          50          50          50          50          48          17          13          24
Mar         Mean        13.53       0.185       2.218       7.666       24.929      0.281       0.0242      0.907       0.0438
Mar         StdDev      8.448       0.092       1.26        4.964       16.143      0.167       0.0078      1.592       0.0383
Apr         N           51          51          51          51          51          49          22          12          29
Apr         Mean        12.764      0.2         2.095       7.094       23.068      0.249       0.0171      0.285       0.0439
Apr         StdDev      9.129       0.15        1.504       5.025       16.34       0.19        0.0091      0.155       0.0422
May         N           49          49          49          49          49          49          16          12          28
May         Mean        12.876      0.152       1.933       7.073       23.003      0.152       0.0112      0.925       0.0366
May         StdDev      7.35        0.112       0.998       3.79        12.326      0.174       0.0044      2.863       0.0335
Jun         N           54          54          54          54          54          53          20          19          30
Jun         Mean        16.065      0.136       2.378       8.909       28.972      0.116       0.0058      0.092       0.0484
Jun         StdDev      9.168       0.106       1.352       4.942       16.072      0.274       0.0025      0.057       0.0367
Jul         N           50          50          50          50          50          50          17          17          26
Jul         Mean        16.851      0.129       2.479       9.39        30.536      0.116       0.0061      0.123       0.0467
Jul         StdDev      9.737       0.102       1.443       5.417       17.617      0.187       0.0026      0.069       0.0309
Aug         N           48          48          48          48          48          46          16          16          24
Aug         Mean        14.566      0.191       2.181       8.226       26.75       0.124       0.0071      0.116       0.0569
Aug         StdDev      7.839       0.17        1.127       4.325       14.065      0.224       0.0019      0.113       0.0558
Sep         N           43          43          43          43          43          39          14          16          21
Sep         Mean        18.654      0.213       2.746       10.522      34.217      0.216       0.014       4.455       0.0667
Sep         StdDev      12.752      0.163       1.574       7.118       23.148      0.2         0.0062      15.639      0.0412
Oct         N           52          52          51          50          50          44          19          13          29
Oct         Mean        15.918      0.242       2.482       9.091       29.565      0.259       0.0246      0.241       0.07
Oct         StdDev      10.184      0.179       1.477       5.951       19.353      0.216       0.0133      0.157       0.0771
Nov         N           47          47          47          45          45          43          22          11          29
Nov         Mean        14.814      0.23        2.397       8.339       27.119      0.38        0.0416      0.635       0.0918
Nov         StdDev      14.669      0.164       1.777       8.479       27.573      0.268       0.0122      1.04        0.0807
Dec         N           43          43          43          43          43          43          16          9           25
Dec         Mean        9.515       0.255       1.839       5.463       17.766      0.463       0.0626      0.688       0.0903
Dec         StdDev      4.066       0.137       0.563       2.191       7.126       0.206       0.0219      0.628       0.0802
Ann         Mean        14.207      0.197       2.262       7.994       25.998      0.273       0.0248      0.841       0.0591

RarotongaCookIslands
SEASPAN_NASAGLOBE
21.25°S     159.75°W
23-Mar-1983 23-juin-94
Mon         Stat        Cl          NO3         SO4         Na          SeaSalt     nssSO4      MSA         Dust        NH4
of          Param       Air         Air         Air         Air         Air         Air         Air         Al/0.08     Air
Yr          *           µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3
Jan         N           29          29          29          29          29          29          11          12          16
Jan         Mean        41.62       0.109       5.975       23.877      77.647      -0.035      0.0297      0.114       0.009
Jan         StdDev      23.465      0.037       3.123       12.935      42.065      0.714       0.0174      0.084       0.0063
Feb         N           28          27          28          28          28          28          9           12          15
Feb         Mean        44.311      0.104       6.431       24.594      79.978      0.241       0.0297      0.196       0.0178
Feb         StdDev      35.839      0.05        4.891       19.353      62.936      0.457       0.0111      0.163       0.0252
Mar         N           40          40          41          41          41          41          14          15          21
Mar         Mean        42.705      0.097       6.321       24.502      79.681      0.154       0.0196      0.079       0.0132
Mar         StdDev      27.12       0.044       3.712       14.98       48.715      0.509       0.0072      0.045       0.0212
Apr         N           41          39          41          41          41          41          12          16          21
Apr         Mean        43.327      0.092       6.175       23.964      77.93       0.144       0.0114      0.104       0.0083
Apr         StdDev      27.38       0.041       3.773       15.078      49.034      0.452       0.0057      0.099       0.0173
May         N           36          35          36          36          36          36          14          17          19
May         Mean        40.768      0.098       5.646       22.366      72.733      0.016       0.0142      0.113       0.0216
May         StdDev      28.231      0.05        3.706       14.448      46.986      1.212       0.0028      0.112       0.0225
Jun         N           34          27          34          34          34          34          14          16          17
Jun         Mean        41.604      0.083       5.84        22.927      74.557      0.069       0.0119      0.082       0.0243
Jun         StdDev      24.253      0.033       3.29        12.752      41.469      0.383       0.0048      0.067       0.0692
Jul         N           41          37          41          41          41          41          17          17          21
Jul         Mean        44.4        0.102       6.198       24.177      78.623      0.112       0.0119      0.071       0.0129
Jul         StdDev      28.97       0.06        3.898       14.874      48.37       0.477       0.0072      0.066       0.0202
Aug         N           40          38          40          40          40          40          18          17          21
Aug         Mean        44.762      0.117       6.282       24.648      80.156      0.078       0.0139      0.074       0.0143
Aug         StdDev      30.925      0.054       4.061       16.475      53.575      0.459       0.0061      0.049       0.0151
Sep         N           38          37          38          38          38          38          18          14          22
Sep         Mean        35.741      0.153       5.201       19.729      64.16       0.235       0.0179      0.088       0.0207
Sep         StdDev      26.4        0.092       3.523       13.87       45.105      0.328       0.0064      0.05        0.0242
Oct         N           31          31          31          31          31          31          12          11          16
Oct         Mean        39.535      0.145       5.786       22.2        72.195      0.198       0.0227      0.192       0.0074
Oct         StdDev      24.557      0.064       3.357       13.18       42.862      0.321       0.0072      0.184       0.0079
Nov         N           30          29          30          30          30          30          13          14          14
Nov         Mean        43.132      0.138       6.151       23.995      78.032      0.112       0.0229      0.068       0.0166
Nov         StdDev      25.793      0.072       3.402       13.773      44.79       0.489       0.0077      0.043       0.0192
Dec         N           33          32          33          33          33          33          10          10          19
Dec         Mean        41.105      0.117       5.901       23.613      76.789      -0.042      0.0239      0.091       0.0126
Dec         StdDev      30.572      0.045       4.066       16.902      54.966      0.676       0.0094      0.13        0.0167
Ann         Mean        41.917      0.113       5.992       23.383      76.04       0.107       0.0191      0.106       0.0149

AmericanSamoa
SEAREX_NASA
14.25°S     170.58°W
19-Mar-1983 03-janv-96
Mon         Stat        Cl          NO3         SO4         Na          SeaSalt     nssSO4      MSA         Dust        NH4
of          Param       Air         Air         Air         Air         Air         Air         Air         Air         Air
Yr          *           µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       ug/m3       µg/m3       µg/m3
Jan         N           38          38          38          38          38          38          18          10          20
Jan         Mean        10.233      0.114       1.888       6.051       6.051       0.365       0.0249      0.344       0.0055
Jan         StdDev      6.34        0.057       0.893       3.718       3.718       0.213       0.0111      0.419       0.0123
Feb         N           34          34          33          34          34          32          14          8           19
Feb         Mean        10.472      0.12        1.929       6.121       6.121       0.428       0.0234      0.446       0.0201
Feb         StdDev      4.899       0.055       0.717       2.982       2.982       0.313       0.0091      0.532       0.0314
Mar         N           46          46          46          46          46          46          16          18          23
Mar         Mean        8.174       0.091       1.563       4.697       4.697       0.381       0.0206      0.135       0.0078
Mar         StdDev      2.77        0.038       0.439       1.601       1.601       0.151       0.008       0.229       0.0195
Apr         N           46          46          46          46          46          46          20          18          24
Apr         Mean        8.934       0.091       1.538       5.09        5.09        0.275       0.0173      0.187       0.0031
Apr         StdDev      3.299       0.06        0.551       1.943       1.943       0.164       0.0106      0.341       0.0075
May         N           49          49          49          49          49          49          19          22          25
May         Mean        8.911       0.089       1.575       5.176       5.176       0.272       0.0247      0.156       0.0068
May         StdDev      2.842       0.036       0.423       1.842       1.842       0.238       0.0128      0.311       0.0199
Jun         N           49          49          48          49          49          48          20          23          22
Jun         Mean        8.753       0.103       1.551       4.99        4.99        0.293       0.0208      0.116       0.0023
Jun         StdDev      2.808       0.044       0.392       1.565       1.565       0.167       0.0106      0.252       0.0066
Jul         N           50          50          50          50          50          50          16          21          24
Jul         Mean        9.33        0.103       1.646       5.461       5.461       0.272       0.025       0.142       0.001
Jul         StdDev      2.935       0.038       0.435       1.854       1.854       0.171       0.0125      0.278       0.0067
Aug         N           49          49          49          49          49          48          15          20          24
Aug         Mean        10.364      0.108       1.801       6.178       6.178       0.252       0.025       0.223       0.0007
Aug         StdDev      3.159       0.042       0.425       2.1         2.1         0.235       0.0133      0.362       0.0049
Sep         N           50          50          50          50          50          50          17          19          25
Sep         Mean        9.747       0.152       1.874       5.725       5.725       0.433       0.0313      0.128       0.0085
Sep         StdDev      4.24        0.054       0.593       2.446       2.446       0.195       0.0121      0.271       0.0121
Oct         N           46          46          46          45          45          45          15          14          23
Oct         Mean        8.103       0.148       1.649       4.702       4.702       0.458       0.0257      0.026       0.0091
Oct         StdDev      2.661       0.059       0.453       1.512       1.512       0.166       0.0091      0.02        0.0121
Nov         N           54          54          54          54          54          54          24          17          30
Nov         Mean        8.8         0.128       1.619       5.13        5.13        0.328       0.0208      0.025       0.007
Nov         StdDev      2.772       0.049       0.391       1.654       1.654       0.162       0.0053      0.024       0.0136
Dec         N           45          45          45          45          45          45          13          8           25
Dec         Mean        10.676      0.148       1.937       6.276       6.276       0.358       0.024       0.032       0.01
Dec         StdDev      4.437       0.068       0.632       2.818       2.818       0.22        0.0107      0.036       0.0152
Ann         Mean        9.375       0.116       1.714       5.466       5.466       0.343       0.0236      0.163       0.0068

MidwayIsland
NPacific
28.22°N     177.35°W
18-janv-81  02-janv-97
Mon         Stat        Cl          NO3         SO4         Na          SeaSalt     nssSO4      MSA         Dust        NH4         NH4
of          Param       Air         Air         Air         Air         Air         Air         Air         Al/0.08     Air         Air
Yr          *           µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       µg/m3       nmol/m3     µg/m3
Jan         N           43          43          43          43          43          42          16          16          21          21
Jan         Mean        8.613       0.205       1.617       4.935       16.049      0.393       0.0069      0.239       5.308       0.0957
Jan         StdDev      4.239       0.095       0.732       2.426       7.889       0.311       0.0025      0.175       3.673       0.0663
Feb         N           33          33          33          33          33          31          14          18          20          20
Feb         Mean        10.3        0.246       1.869       5.88        19.12       0.349       0.0111      0.924       6.891       0.1243
Feb         StdDev      7.337       0.1         1.07        4.356       14.164      0.383       0.0066      0.838       5.201       0.0938
Mar         N           50          50          50          50          50          48          23          30          22          22
Mar         Mean        8.927       0.339       1.992       5.079       16.516      0.729       0.0148      1.842       6.882       0.1241
Mar         StdDev      5.94        0.153       0.964       3.298       10.725      0.435       0.008       1.373       5.462       0.0985
Apr         N           55          55          55          55          55          54          24          30          29          29
Apr         Mean        7.701       0.418       2.042       4.478       14.564      0.888       0.0228      1.702       7.188       0.1297
Apr         StdDev      5.011       0.221       1.076       2.687       8.737       0.624       0.0142      1.441       5.673       0.1023
May         N           61          61          61          61          61          61          24          38          29          29
May         Mean        5.671       0.438       1.859       3.46        11.251      0.988       0.0457      1.635       7.404       0.1336
May         StdDev      2.636       0.21        0.878       1.452       4.723       0.755       0.0254      1.468       5.315       0.0959
Jun         N           46          46          46          46          46          46          17          27          24          24
Jun         Mean        5.329       0.273       1.359       3.148       10.239      0.566       0.0297      0.505       3.87        0.0698
Jun         StdDev      2.816       0.097       0.423       1.48        4.814       0.216       0.006       0.568       3.478       0.0627
Jul         N           58          58          58          58          58          57          22          26          35          35
Jul         Mean        5.795       0.181       1.199       3.367       10.95       0.371       0.0225      0.106       2.745       0.0495
Jul         StdDev      3.25        0.057       0.359       1.649       5.364       0.136       0.0064      0.054       3.497       0.0631
Aug         N           55          55          55          55          55          54          22          25          30          30
Aug         Mean        6.115       0.203       1.337       3.529       11.478      0.451       0.0268      0.123       2.592       0.0468
Aug         StdDev      4.99        0.074       0.618       2.288       7.441       0.285       0.0149      0.116       4.988       0.09
Sep         N           52          52          52          52          52          50          21          23          27          27
Sep         Mean        7.18        0.228       1.358       4.266       13.872      0.375       0.0248      0.206       2.807       0.0506
Sep         StdDev      6.755       0.096       0.702       4.177       13.585      0.201       0.0136      0.201       3.047       0.055
Oct         N           49          49          49          49          49          49          21          20          29          29
Oct         Mean        7.563       0.274       1.586       4.539       14.76       0.443       0.0172      0.538       1.596       0.0288
Oct         StdDev      3.733       0.1         0.564       2.065       6.717       0.279       0.0078      0.541       1.415       0.0255
Nov         N           45          45          45          45          45          43          24          22          29          29
Nov         Mean        8.226       0.243       1.603       4.794       15.589      0.391       0.0115      0.604       3.744       0.0675
Nov         StdDev      4.339       0.091       0.716       2.393       7.781       0.309       0.0038      0.643       3.84        0.0693
Dec         N           49          49          49          49          49          47          18          23          30          30
Dec         Mean        9.133       0.211       1.549       5.312       17.275      0.294       0.0099      0.256       3.588       0.0647
Dec         StdDev      6.324       0.11        0.663       3.508       11.407      0.287       0.0067      0.221       4.004       0.0722
Ann         Mean        7.546       0.272       1.614       4.399       14.305      0.52        0.0203      0.723       4.551       0.0821

OahuHawaii
NPacific
21.33°N     157.70°W
21-janv-81  13-juil-95
